painting_index,img_src,season,episode,num_of_colors,yt_src,colors_list,hex_list,subject_list,notes
251,https://www.twoinchbrush.com/images/painting251.png,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BUSHES', 'CLOUDS', 'CONIFER', 'LAKE', 'MOUNTAIN', 'MOUNTAINS', 'SNOWY_MOUNTAIN', 'TREE', 'TREES']",
252,https://www.twoinchbrush.com/images/painting252.png,4,10,11,https://www.youtube.com/embed/wIZX57I4aDs,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#102E3C', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BUSHES', 'CONIFER', 'GRASS', 'RIVER', 'TREE', 'TREES']",
253,https://www.twoinchbrush.com/images/painting253.png,4,11,10,https://www.youtube.com/embed/9DU6bunvD_g,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Liquid Black', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#000000', '#021E44', '#0A3410', '#FFFFFF', '#221B15']","['CLOUDS', 'CONIFER', 'CUMULUS', 'DIANE_ANDRE', 'GUEST', 'MOUNTAIN', 'MOUNTAINS', 'SNOWY_MOUNTAIN', 'TREE', 'TREES']",
254,https://www.twoinchbrush.com/images/painting254.png,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['DECIDUOUS', 'GRASS', 'HILLS', 'LAKE', 'TREE', 'TREES']",
255,https://www.twoinchbrush.com/images/painting255.png,4,13,10,https://www.youtube.com/embed/o2cjLA_wgIk,"['Alizarin Crimson', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#FFEC00', '#FFB800', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['CONIFER', 'GRASS', 'LAKE', 'MOUNTAIN', 'SNOWY_MOUNTAIN', 'TREE']",
230,https://www.twoinchbrush.com/images/painting230.png,5,1,11,https://www.youtube.com/embed/DqhzxdkdQS0,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#102E3C', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BUSHES', 'CLOUDS', 'CONIFER', 'CUMULUS', 'LAKE', 'MOUNTAIN', 'MOUNTAINS', 'SNOWY_MOUNTAIN', 'TREE', 'TREES', 'WATERFALL']",
231,https://www.twoinchbrush.com/images/painting231.png,5,2,12,https://www.youtube.com/embed/6evqNlOO7Bw,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#102E3C', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['CLOUDS', 'CUMULUS', 'DECIDUOUS', 'GRASS', 'LAKE', 'TREE', 'TREES']",
232,https://www.twoinchbrush.com/images/painting232.png,5,3,5,https://www.youtube.com/embed/UVhhStJAJZc,"['Alizarin Crimson', 'Liquid Black', 'Phthalo Blue', 'Phthalo Green\r\n', 'Titanium White']","['#4E1500', '#000000', '#0C0040', '#102E3C', '#FFFFFF']","['CONIFER', 'FLOWERS', 'GUEST', 'MOUNTAIN', 'MOUNTAINS', 'SNOW', 'SNOWY_MOUNTAIN', 'TREE', 'TREES']",
233,https://www.twoinchbrush.com/images/painting233.png,5,4,7,https://www.youtube.com/embed/qg9c1SqdRko,"['Alizarin Crimson', 'Burnt Umber', 'Indian Yellow', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown']","['#4E1500', '#8A3324', '#FFB800', '#0C0040', '#0A3410', '#FFFFFF', '#221B15']","['CONIFER', 'DECIDUOUS', 'LAKE', 'SNOW', 'TREE', 'TREES', 'WINTER']",
234,https://www.twoinchbrush.com/images/painting234.png,5,5,10,https://www.youtube.com/embed/aiK9xOIJtV8,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['DECIDUOUS', 'GRASS', 'LAKE', 'TREE', 'TREES']",
235,https://www.twoinchbrush.com/images/painting235.png,5,6,6,https://www.youtube.com/embed/u0Bz6TNUK1Q,"['Alizarin Crimson', 'Indian Yellow', 'Liquid Black', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown']","['#4E1500', '#FFB800', '#000000', '#021E44', '#FFFFFF', '#221B15']","['CLOUDS', 'GRASS', 'GUEST', 'OCEAN', 'SUN']", Special guest Audrey Golden
236,https://www.twoinchbrush.com/images/painting236.png,5,7,10,https://www.youtube.com/embed/LiKCzeqn-kg,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['DECIDUOUS', 'GRASS', 'RIVER', 'ROCKS', 'TREE', 'TREES']",
237,https://www.twoinchbrush.com/images/painting237.png,5,8,9,https://www.youtube.com/embed/spFwCh2616s,"['Alizarin Crimson', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['DECIDUOUS', 'GRASS', 'MOUNTAIN', 'MOUNTAINS', 'RIVER', 'TREE', 'TREES']",
238,https://www.twoinchbrush.com/images/painting238.png,5,9,6,https://www.youtube.com/embed/DFQlu6eqrBo,"['Alizarin Crimson', 'Cadmium Yellow', 'Liquid Clear', 'Phthalo Blue', 'Phthalo Green\r\n', 'Titanium White']","['#4E1500', '#FFEC00', '#FFFFFF', '#0C0040', '#102E3C', '#FFFFFF']","['GUEST', 'OCEAN', 'WAVES']", Special guest Joyce Ortner
239,https://www.twoinchbrush.com/images/painting239.png,5,10,11,https://www.youtube.com/embed/xj8xsTSkbUk,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Burnt Umber', 'Phthalo Blue', 'Phthalo Green\r\n', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#8A3324', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BARN', 'CLOUDS', 'DECIDUOUS', 'PATH', 'STRUCTURE', 'TREE', 'WINDMILL']",
240,https://www.twoinchbrush.com/images/painting240.png,5,11,8,https://www.youtube.com/embed/yTzlm_t0RmY,"['Alizarin Crimson', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown']","['#4E1500', '#8A3324', '#FFEC00', '#FFB800', '#021E44', '#0A3410', '#FFFFFF', '#221B15']","['BUSHES', 'CLOUDS', 'CUMULUS', 'DECIDUOUS', 'GRASS', 'LAKE', 'MOUNTAIN', 'ROCKS', 'SNOWY_MOUNTAIN', 'TREE', 'TREES']",
241,https://www.twoinchbrush.com/images/painting241.png,5,12,5,https://www.youtube.com/embed/2uXMx8Kjs8I,"['Bright Red', 'Burnt Umber', 'Indian Yellow', 'Prussian Blue', 'Titanium White']","['#DB0000', '#8A3324', '#FFB800', '#021E44', '#FFFFFF']","['GUEST', 'PORTRAIT']",
242,https://www.twoinchbrush.com/images/painting242.png,5,13,11,https://www.youtube.com/embed/87MMbN1bQCs,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#102E3C', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BARN', 'CLOUDS', 'DECIDUOUS', 'GRASS', 'RIVER', 'ROCKS', 'STRUCTURE', 'TREE', 'TREES']",
217,https://www.twoinchbrush.com/images/painting217.png,6,1,12,https://www.youtube.com/embed/LygUyAb78oY,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BUSHES', 'CONIFER', 'DECIDUOUS', 'GRASS', 'HILLS', 'RIVER', 'TREE', 'TREES']",
218,https://www.twoinchbrush.com/images/painting218.png,6,2,11,https://www.youtube.com/embed/Bcqyzo85A1o,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BUSHES', 'CABIN', 'CLOUDS', 'DECIDUOUS', 'FOG', 'GRASS', 'LAKE', 'STRUCTURE', 'TREE', 'TREES']",
219,https://www.twoinchbrush.com/images/painting219.png,6,3,10,https://www.youtube.com/embed/wbZreRaE74k,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['CLOUDS', 'CONIFER', 'FOG', 'LAKE', 'MOUNTAIN', 'SNOWY_MOUNTAIN', 'TREE', 'TREES']",
220,https://www.twoinchbrush.com/images/painting220.png,6,4,11,https://www.youtube.com/embed/QglIjlqsUdU,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['DECIDUOUS', 'GRASS', 'RIVER', 'ROCKS', 'TREE', 'TREES']",
221,https://www.twoinchbrush.com/images/painting221.png,6,5,12,https://www.youtube.com/embed/USkduOfwJok,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#102E3C', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BUSHES', 'DECIDUOUS', 'RIVER', 'TREE', 'TREES']",
222,https://www.twoinchbrush.com/images/painting222.png,6,6,8,https://www.youtube.com/embed/n9EsFFtwZnE,"['Alizarin Crimson', 'Burnt Umber', 'Cadmium Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#8A3324', '#FFEC00', '#0C0040', '#102E3C', '#FFFFFF', '#221B15', '#C79B00']","['CLOUDS', 'CONIFER', 'CUMULUS', 'GRASS', 'SNOW', 'TREE', 'TREES']",
223,https://www.twoinchbrush.com/images/painting223.png,6,7,11,https://www.youtube.com/embed/UQ-RTZCOQn0,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#102E3C', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['CIRRUS', 'CLOUDS', 'CONIFER', 'GRASS', 'MOUNTAIN', 'MOUNTAINS', 'RIVER', 'SNOWY_MOUNTAIN', 'TREE', 'TREES', 'WATERFALL']",
224,https://www.twoinchbrush.com/images/painting224.png,6,8,7,https://www.youtube.com/embed/m6UM-rN2D6s,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Indian Yellow', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown']","['#4E1500', '#DB0000', '#FFEC00', '#FFB800', '#021E44', '#FFFFFF', '#221B15']","['BUSHES', 'CONIFER', 'LAKE', 'MOUNTAIN', 'SNOWY_MOUNTAIN', 'TREE', 'TREES']",
225,https://www.twoinchbrush.com/images/painting225.png,6,9,11,https://www.youtube.com/embed/dafH8ks9Zww,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#102E3C', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BUSHES', 'CABIN', 'CLOUDS', 'CONIFER', 'CUMULUS', 'GRASS', 'ROCKS', 'TREE', 'TREES']",
226,https://www.twoinchbrush.com/images/painting226.png,6,10,10,https://www.youtube.com/embed/j8Jf7QVKLgQ,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BARN', 'CIRRUS', 'CLOUDS', 'FENCE', 'GRASS']",
227,https://www.twoinchbrush.com/images/painting227.png,6,11,11,https://www.youtube.com/embed/MTInkV5ODjk,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#102E3C', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['CIRRUS', 'CLOUDS', 'DECIDUOUS', 'MOUNTAIN', 'MOUNTAINS', 'RIVER', 'TREE']",
228,https://www.twoinchbrush.com/images/painting228.png,6,12,11,https://www.youtube.com/embed/Ugiwi8uizpg,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BUSHES', 'CLOUDS', 'DECIDUOUS', 'LAKE', 'TREE', 'TREES']",
229,https://www.twoinchbrush.com/images/painting229.png,6,13,11,https://www.youtube.com/embed/se7wOprxRGs,"['Alizarin Crimson', 'Bright Red', 'Burnt Umber', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#8A3324', '#FFEC00', '#FFB800', '#0C0040', '#102E3C', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['CLOUDS', 'CONIFER', 'DECIDUOUS', 'GRASS', 'HILLS', 'RIVER', 'TREE', 'TREES']",
203,https://www.twoinchbrush.com/images/painting203.png,7,1,6,https://www.youtube.com/embed/kdlHV6ceI_gw,"['Bright Red', 'Dark Sienna', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#DB0000', '#5F2E1F', '#021E44', '#FFFFFF', '#221B15', '#C79B00']","['CABIN', 'CLOUDS', 'DECIDUOUS', 'SNOW', 'STRUCTURE', 'TREE', 'WINTER']",
204,https://www.twoinchbrush.com/images/painting204.png,7,2,12,https://www.youtube.com/embed/2OxSJcFvpoU,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black\r\n\r\n', 'Phthalo Blue', 'Phthalo Green\r\n', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#102E3C', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['CLOUDS', 'DECIDUOUS', 'GRASS', 'LAKE', 'ROCKS', 'TREE', 'TREES']",
205,https://www.twoinchbrush.com/images/painting205.png,7,3,7,https://www.youtube.com/embed/YQPEy3hYGo8,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Indian Yellow', 'Midnight Black\r\n\r\n', 'Sap Green', 'Titanium White']","['#4E1500', '#DB0000', '#FFEC00', '#FFB800', '#000000', '#0A3410', '#FFFFFF']","['CIRRUS', 'CLOUDS', 'CONIFER', 'DECIDUOUS', 'RIVER', 'SUN', 'TREE', 'TREES']",
206,https://www.twoinchbrush.com/images/painting206.png,7,4,12,https://www.youtube.com/embed/E3IAMvO8GyM,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black\r\n\r\n', 'Phthalo Blue', 'Phthalo Green\r\n', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#102E3C', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['CABIN', 'CLOUDS', 'CONIFER', 'CUMULUS', 'DECIDUOUS', 'MOUNTAIN', 'MOUNTAINS', 'RIVER', 'SNOWY_MOUNTAIN', 'STRUCTURE', 'TREE', 'TREES']",
208,https://www.twoinchbrush.com/images/painting208.png,7,5,8,https://www.youtube.com/embed/MHJB0IBnuD4,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Phthalo Blue', 'Titanium White', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#0C0040', '#FFFFFF', '#C79B00']","['GUEST', 'PORTRAIT']",
209,https://www.twoinchbrush.com/images/painting209.png,7,6,11,https://www.youtube.com/embed/530_cVmexiI,"['Alizarin Crimson', 'Bright Red', 'Dark Sienna', 'Indian Yellow', 'Midnight Black\r\n\r\n', 'Phthalo Blue', 'Phthalo Green\r\n', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#102E3C', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BUSHES', 'CLOUDS', 'CUMULUS', 'DECIDUOUS', 'LAKE', 'RIVER', 'TREE', 'TREES', 'WATERFALL']",
210,https://www.twoinchbrush.com/images/painting210.png,7,7,10,https://www.youtube.com/embed/WT6n0K2zGnA,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black\r\n\r\n', 'Phthalo Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#FFFFFF', '#221B15', '#C79B00']","['BARN', 'CLOUDS', 'CUMULUS', 'DECIDUOUS', 'PATH', 'SNOW', 'STRUCTURE', 'TREE', 'TREES']",
211,https://www.twoinchbrush.com/images/painting211.png,7,8,11,https://www.youtube.com/embed/GhOGZMpPUSE,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black\r\n\r\n', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BUSHES', 'DECIDUOUS', 'MOUNTAIN', 'RIVER', 'SNOWY_MOUNTAIN', 'TREE', 'TREES']",
212,https://www.twoinchbrush.com/images/painting212.png,7,9,11,https://www.youtube.com/embed/yAiYirlcq7o,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Indian Yellow', 'Phthalo Blue', 'Phthalo Green\r\n', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#FFB800', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BUSHES', 'CLOUDS', 'CUMULUS', 'DECIDUOUS', 'GUEST', 'LAKE', 'MOUNTAIN', 'SNOWY_MOUNTAIN', 'STEVE_ROSS', 'TREE', 'TREES']",
213,https://www.twoinchbrush.com/images/painting213.png,7,10,11,https://www.youtube.com/embed/0M9pwLHRR2c,"['Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black\r\n\r\n', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['CLOUDS', 'CONIFER', 'GRASS', 'MOUNTAIN', 'MOUNTAINS', 'SNOWY_MOUNTAIN', 'TREE', 'TREES']",
214,https://www.twoinchbrush.com/images/painting214.png,7,11,3,https://www.youtube.com/embed/sS-hNYgDUak,"['Alizarin Crimson', 'Midnight Black\r\n\r\n', 'Titanium White']","['#4E1500', '#000000', '#FFFFFF']","['BUSHES', 'CLOUDS', 'LAKE', 'SNOW', 'TREE', 'TREES', 'WINTER']",
215,https://www.twoinchbrush.com/images/painting215.png,7,12,9,https://www.youtube.com/embed/4KYxkqlzyqM,"['Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Midnight Black\r\n\r\n', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#DB0000', '#FFEC00', '#5F2E1F', '#000000', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BOAT', 'CLOUDS', 'CUMULUS', 'DECIDUOUS', 'DOCK', 'LAKE', 'STRUCTURE', 'TREE']",
216,https://www.twoinchbrush.com/images/painting216.png,7,13,11,https://www.youtube.com/embed/VqMbL00eZqw,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Liquid Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BUSHES', 'DECIDUOUS', 'RIVER', 'TREE', 'TREES', 'WATERFALL']",
190,https://www.twoinchbrush.com/images/painting190.png,8,1,10,https://www.youtube.com/embed/cC5ozePVKGI,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Indian Yellow', 'Midnight Black\r\n\r\n', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#FFB800', '#000000', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['CONIFER', 'FOG', 'GRASS', 'MOUNTAIN', 'MOUNTAINS', 'TREE', 'TREES']",
191,https://www.twoinchbrush.com/images/painting191.png,8,2,12,https://www.youtube.com/embed/CP6_5cQVZvQ,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black\r\n\r\n', 'Phthalo Blue', 'Phthalo Green\r\n', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#102E3C', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']","['BUSHES', 'CABIN', 'CIRCLE_FRAME', 'CLOUDS', 'DECIDUOUS', 'FRAMED', 'GRASS', 'LAKE', 'STRUCTURE', 'TREE', 'TREES']",
192,https://www.twoinchbrush.com/images/painting192.png,8,3,10,https://www.youtube.com/embed/mUJoNLWQ1yI,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black\r\n\r\n', 'Phthalo Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#FFFFFF', '#221B15', '#C79B00']","['CABIN', 'DECIDUOUS', 'GRASS', 'SNOW', 'STRUCTURE', 'SUN', 'TREE', 'TREES', 'WINTER']",
